6.53042e-06 5.84738e-05 6.6372e-06 -8.571e-06 
8.21944e-05 2.18491e-05 1.53222e-05 9.88224e-05 
-3.37642e-05 2.58523e-05 3.16371e-06 3.0426e-05 
2.74013e-05 -3.56551e-05 -2.57049e-05 8.38331e-06 
8.59901e-05 -6.82254e-06 5.18236e-06 0.000150296 
-5.31935e-07 3.87939e-05 3.06314e-05 9.16155e-05 
-0.000107828 -1.81441e-05 -3.83195e-05 -0.000241983 
8.18077e-05 1.02917e-05 3.87594e-06 0.000131764 
-1.82649e-05 -7.01261e-05 -2.17156e-05 -7.23692e-05 
-0.000103545 -3.1117e-06 -1.61353e-05 -0.000119205 
1.81465e-05 -1.14341e-06 5.7949e-06 3.19247e-05 
2.03996e-06 5.68871e-05 5.17205e-05 0.00010741 
0.921492 -0.197087 0.831456 -0.542967 
1.85167e-05 -7.82853e-05 -4.683e-05 6.07132e-06 
-5.41286e-05 0.000108888 3.01852e-05 -4.24447e-05 
6.32512e-05 -2.51131e-05 -4.30431e-05 6.60683e-05 
-1.12415e-05 6.11586e-05 6.48758e-05 -3.20503e-05 
8.71871e-05 -3.8654e-05 2.13114e-05 0.00013383 
0.000133968 -9.37253e-05 -2.13594e-05 0.00017047 
-0.915692 0.983821 -0.704179 -0.800454 
0.000125818 -5.83355e-05 -1.34328e-05 0.000143875 
-8.0881e-05 5.15658e-05 1.44983e-05 -0.00018598 
-0.000127056 4.21964e-05 -1.62998e-06 -0.000220022 
1.05054e-05 2.86347e-05 2.12803e-05 2.3075e-05 
-7.1255e-05 9.60743e-06 -2.53088e-06 -3.5617e-05 
1.78923e-05 -2.81211e-05 -2.18892e-05 7.54442e-05 
-3.90767e-05 5.54663e-05 6.44191e-05 -6.91704e-05 
3.48614e-05 7.44016e-06 8.13111e-06 3.9485e-05 
-0.000205871 0.0001248 1.08745e-05 -0.000323662 
5.4715e-05 1.14412e-05 1.22031e-05 9.23594e-05 
-0.989976 0.206568 -0.629588 0.831369 
-0.000116668 -1.88456e-05 -4.54162e-05 -0.000198171 
-6.12634e-08 8.61125e-05 8.45116e-05 5.84726e-05 
-0.855463 -0.253996 -0.655289 -0.578694 
8.99309e-05 -6.04481e-05 -4.44929e-05 6.55584e-05 
1.36227e-05 -6.05898e-05 -2.88969e-05 -2.3196e-05 
-0.696231 0.967279 -0.453175 -0.614716 
-6.15439e-05 5.71102e-05 3.70604e-05 -7.11333e-05 
7.43006e-05 -5.34811e-05 -4.351e-06 0.000153856 
-2.91416e-05 4.31901e-05 2.25486e-05 -2.4018e-05 
4.70076e-05 -5.58539e-05 -2.56312e-05 4.29177e-05 
-5.71982e-05 3.39091e-05 -8.75536e-07 -0.00012119 
6.78975e-05 -4.79686e-05 3.93255e-06 9.66809e-05 
5.69714e-05 4.26109e-05 8.01736e-05 0.000143939 
-1.17863e-05 6.02055e-05 1.65929e-05 1.54029e-05 
6.2679e-05 -2.66772e-05 -2.67724e-06 9.59883e-05 
-4.99822e-05 9.26509e-05 5.1386e-05 -6.70211e-05 
-9.92806e-06 -8.45162e-05 -2.54609e-05 -5.3417e-05 
-4.81089e-06 -5.34034e-05 -2.02285e-05 -3.06744e-05 
-4.28103e-05 -1.76338e-05 -2.95425e-05 -4.59795e-05 
-5.57285e-05 2.69205e-05 -8.54534e-07 -6.02438e-05 
-4.56067e-06 8.87293e-05 5.90435e-05 7.36574e-05 
-2.12407e-05 -5.62493e-05 -6.0101e-05 -8.10604e-05 
5.47519e-06 -6.46422e-05 -4.36473e-05 -4.35724e-06 
2.29391e-05 -3.97588e-05 -5.20882e-05 5.0729e-05 
-1.37536e-05 2.64536e-05 -1.03114e-05 1.30927e-05 
-3.29737e-05 -3.57906e-06 -4.03538e-05 -9.41578e-05 
1.22578e-05 -1.33135e-05 5.58316e-05 -9.46954e-06 
