1.62569e-05 1.73201e-05 4.15858e-06 -3.42318e-05 
-1.22922e-05 -1.05486e-05 8.61794e-06 8.54925e-06 
4.55882e-06 1.19023e-05 -2.56185e-05 -2.33374e-05 
-5.29688e-08 -3.27176e-06 -2.91236e-06 9.90162e-07 
7.78648e-06 -2.42169e-05 -1.15816e-05 3.1296e-05 
-2.69608e-05 -3.98358e-05 5.77538e-07 -4.84844e-06 
7.78304e-06 -1.82283e-05 1.51069e-05 4.07165e-06 
-8.88063e-07 9.39255e-06 -4.2549e-06 -8.96404e-07 
-1.05065e-05 -1.35691e-06 -1.69269e-05 -8.03644e-06 
-4.45658e-06 -5.9166e-06 -3.79445e-06 -1.03972e-06 
3.15603e-06 3.95761e-06 5.41062e-06 -2.40927e-06 
1.167e-05 -2.42971e-05 2.76647e-06 -7.66216e-06 
-0.0361496 -0.676299 -0.752386 0.498733 
-2.19349e-05 -3.17178e-05 -4.48845e-05 1.74949e-05 
0 -0 -0 -0 
5.9689e-06 -1.13493e-05 4.00052e-06 -1.69934e-05 
-7.03926e-06 -2.91695e-06 1.51697e-05 1.09688e-05 
0 -0 -0 -0 
-6.18466e-06 -7.64805e-06 2.18848e-06 5.39345e-06 
-0.112237 -0.376143 -0.123017 -0.876878 
-5.59418e-06 2.52762e-07 2.31e-06 9.66626e-06 
1.75904e-06 3.64519e-06 -7.97775e-06 -4.29623e-06 
-3.56975e-06 9.2206e-07 -1.25807e-06 1.45297e-06 
-5.78813e-06 -1.26393e-06 3.8304e-06 -1.35081e-06 
-5.19265e-06 -3.82359e-06 -6.46744e-06 4.01813e-05 
-8.0435e-06 4.58326e-06 -4.07601e-07 6.34999e-06 
1.54201e-05 2.54501e-05 -1.28459e-06 7.32782e-06 
2.15448e-05 -2.5419e-05 -1.85864e-05 2.16245e-05 
2.90732e-06 -1.11613e-05 2.15031e-05 -1.19325e-05 
7.42832e-06 -2.40035e-05 1.2999e-05 -1.49006e-05 
-0.812277 -0.438729 -0.559571 -0.473348 
-3.00261e-06 -3.295e-06 -5.285e-06 1.66234e-06 
-4.36719e-06 -7.65181e-07 2.6825e-06 -1.05784e-06 
0.422377 0.775161 -0.733848 -0.0172843 
6.21283e-06 3.49639e-06 3.16698e-06 -6.35727e-06 
-1.22982e-06 -6.34346e-07 -2.25478e-06 2.43201e-06 
0.837205 0.0672574 0.0720255 -0.754334 
1.3406e-05 -1.49225e-05 8.61131e-06 -1.03539e-05 
-4.17557e-06 1.16698e-05 -7.84185e-06 -1.70291e-06 
1.46897e-05 1.00065e-05 1.02304e-05 -9.41061e-06 
-6.01507e-06 -2.90331e-05 7.84861e-06 1.10936e-05 
-1.01705e-05 6.486e-06 1.76444e-05 -3.1568e-05 
4.96337e-07 8.35488e-08 -2.14385e-07 -4.03854e-07 
4.48871e-06 1.27791e-07 -6.40983e-06 -4.84022e-06 
1.81662e-05 3.73064e-05 3.26138e-05 -3.88438e-05 
6.54094e-07 6.09552e-07 1.05297e-07 1.78553e-07 
-0 -0 -0 0 
-2.22088e-06 1.53706e-07 1.44642e-06 6.5046e-06 
-5.19344e-06 -1.90803e-06 -5.51639e-06 -3.08179e-06 
-7.47199e-06 5.282e-07 -1.24552e-05 1.13248e-05 
1.40245e-05 2.06265e-05 1.39438e-05 -9.10256e-06 
-5.97287e-06 -2.05262e-05 -1.20671e-05 1.49791e-05 
-8.07756e-07 2.71369e-06 5.8232e-07 -5.15282e-06 
-9.10887e-06 1.43417e-05 -1.79196e-05 -3.3753e-06 
-4.65085e-06 -1.20359e-05 7.24508e-06 1.24263e-05 
3.32009e-06 -1.51524e-06 4.31212e-06 -1.04385e-05 
-6.70577e-06 -9.63773e-07 9.7083e-06 -1.51859e-05 
1.57128e-07 -5.74822e-07 3.50437e-07 7.66559e-07 
-1.87966e-05 -2.1131e-05 -5.57905e-07 1.53909e-05 
0.079945 0.599197 0.156894 0.967737 
-8.84287e-08 -4.63488e-06 7.42627e-07 -1.11269e-06 
1.00102e-06 1.44303e-06 6.18486e-07 -1.4108e-06 
